{VSM, 1}
iṣe tvā | [VSM, 1 1.1]
apsv antar amṛtam apsu bheṣajam apām uta praśastiṣv aśvā bhavata vājinaḥ | [VSM, 9 6.1]
devīr āpo yo va ūrmiḥ pratūrtiḥ kakunmān vājasās tenāyaṃ vājaṃ set | [VSM, 9 6.2]
vāto vā mano vā gandharvāḥ saptaviṃśatiḥ | [VSM, 9 7.1]
te agre 'śvam ayuñjaṃs te asmin javam ādadhuḥ | [VSM, 9 7.2]
vātaraṃhā bhava vājin yujyamāna indrasyeva dakṣiṇaḥ śriyaidhi | [VSM, 9 8.1]
yuñjantu tvā maruto viśvavedasa ā te tvaṣṭā patsu javaṃ dadhātu | [VSM, 9 8.2]
javo yas te vājin nihito guhā yaḥ śyene parītto acarac ca vāte | [VSM, 9 9.1]
tena no vājin balavān balena vājajic ca bhava samane ca pārayiṣṇuḥ | [VSM, 9 9.2]
vājino vājajito vājaṃ sariṣyanto bṛhaspater bhāgam avajighrata | [VSM, 9 9.3]
devasyāhaṃ savituḥ save satyasavaso bṛhaspater uttamaṃ nākaṃ ruheyam | [VSM, 9 10.1]
devasyāhaṃ savituḥ save satyasavasa indrasyottamaṃ nākaṃ ruheyam | [VSM, 9 10.2]
devasyāhaṃ savituḥ save satyaprasavaso bṛhaspater uttamaṃ nākam aruham | [VSM, 9 10.3]
devasyāhaṃ savituḥ save satyaprasavasa indrasyottamaṃ nākam aruham | [VSM, 9 10.4]
bṛhaspate vājaṃ jaya bṛhaspataye vācaṃ vadata bṛhaspatiṃ vājaṃ jāpayata | [VSM, 9 11.1]
indra vājaṃ jayendrāya vācaṃ vadatendraṃ vājaṃ jāpayata | [VSM, 9 11.2]
eṣā vaḥ sā satyā saṃvāg abhūd yayā bṛhaspatiṃ vājam ajījapatājījapata bṛhaspatiṃ vājaṃ vanaspatayo vimucyadhvam | [VSM, 9 12.1]
eṣā vaḥ sā satyā saṃvāg abhūd yayendraṃ vājam ajījapatājījapatendraṃ vājaṃ vanaspatayo vimucyadhvam | [VSM, 9 12.2]
devasyāhaṃ savituḥ save satyaprasavaso bṛhaspater vājajito vājaṃ jeṣam | [VSM, 9 13.1]
vājino vājajito 'dhvana skabhnuvanto yojanā mimānāḥ kāṣṭhāṃ gacchata | [VSM, 9 13.2]
eṣa sya vājī kṣipaṇiṃ turaṇyati grīvāyāṃ baddho apikakṣa āsani | [VSM, 9 14.1]
kratuṃ dadhikrā anu saṃ saniṣyadat pathām aṅkāṃsy anv āpanīphaṇat svāhā | [VSM, 9 14.2]
uta smāsya dravatas turaṇyataḥ parṇaṃ na ver anuvāti pragardhinaḥ | [VSM, 9 15.1]
śyenasyeva dhrajato aṅkasaṃ pari dadhikrāvṇaḥ sahorjā taritraḥ svāhā | [VSM, 9 15.2]
śaṃ no bhavantu vājino haveṣu devatātā mitadravaḥ svarkāḥ | [VSM, 9 16.1]
jambhayanto 'hiṃ vṛkaṃ rakṣāṃsi sanemy asmad yuyavann amīvāḥ | [VSM, 9 16.2]
te no arvanto havanaśruto havaṃ viśve śṛṇvantu vājino mitadravaḥ | [VSM, 9 17.1]
sahasrasā medhasātā saniṣyavo maho ye dhanaṃ samitheṣu jabhrire | [VSM, 9 17.2]
vāje vāje 'vata vājino no dhaneṣu viprā amṛtā ṛtajñāḥ | [VSM, 9 18.1]
asya madhvaḥ pibata mādayadhvaṃ tṛptā yāta pathibhir devayānaiḥ | [VSM, 9 18.2]
ā mā vājasya prasavo jagamyād eme dyāvāpṛthivī viśvarūpe | [VSM, 9 19.1]
ā mā gantāṃ pitarā mātarā cā mā somo amṛtatvena gamyāt | [VSM, 9 19.2]
vājino vājajito vājaṃ sasṛvāṃso bṛhaspater bhāgam avajighrata nimṛjānāḥ | [VSM, 9 19.3]
āpaye svāhā | [VSM, 9 20.1]
svāpaye svāhā | [VSM, 9 20.2]
apijāya svāhā | [VSM, 9 20.3]
kratave svāhā | [VSM, 9 20.4]
vasave svāhā | [VSM, 9 20.5]
aharpataye svāhā | [VSM, 9 20.6]
ahne mugdhāya svāhā | [VSM, 9 20.7]
mugdhāya vainaṃśināya svāhā | [VSM, 9 20.8]
vinaṃśina āntyāyanāya svāhā | [VSM, 9 20.9]
antyāya bhauvanāya svāhā | [VSM, 9 20.10]
bhuvanasya pataye svāhā | [VSM, 9 20.11]
adhipataye svāhā | [VSM, 9 20.12]
āyur yajñena kalpatām | [VSM, 9 21.1]
prāṇo yajñena kalpatām | [VSM, 9 21.2]
cakṣur yajñena kalpatām | [VSM, 9 21.3]
śrotraṃ yajñena kalpatām | [VSM, 9 21.4]
pṛṣṭhaṃ yajñena kalpatām | [VSM, 9 21.5]
yajño yajñena kalpatām | [VSM, 9 21.6]
prajāpateḥ prajā abhūma | [VSM, 9 21.7]
svardevā aganma | [VSM, 9 21.8]
amṛtā abhūma | [VSM, 9 21.9]
asme vo astv indriyam asme nṛmṇam uta kratur asme varcāṃsi santu vaḥ | [VSM, 9 22.1]
namo mātre pṛthivyai namo mātre pṛthivyai | [VSM, 9 22.2]
iyaṃ te rāṭ | [VSM, 9 22.3]
yantāsi yamano dhruvo 'si dharuṇaḥ kṛṣyai tvā kṣemāya tvā rayyai tvā poṣāya tvā | [VSM, 9 22.4]
vājasyemaṃ prasavaḥ suṣuve 'gre somaṃ rājānam oṣadhīṣv apsu | [VSM, 9 23.1]
tā asmabhyaṃ madhumatīr bhavantu vayaṃ rāṣṭre jāgṛyāma purohitāḥ svāhā | [VSM, 9 23.2]
vājasyemāṃ prasavaḥ śiśriye divam imā ca viśvā bhuvanāni samrāṭ | [VSM, 9 24.1]
aditsantaṃ dāpayati prajānan sa no rayiṃ sarvavīraṃ niyacchatu svāhā | [VSM, 9 24.2]
vājasya nu prasava ābabhūvemā ca viśvā bhuvanāni sarvataḥ | [VSM, 9 25.1]
sanemi rājā pariyāti vidvān prajāṃ puṣṭiṃ vardhayamāno asme svāhā | [VSM, 9 25.2]
somaṃ rājānam avase 'gnim anvārabhāmahe | [VSM, 9 26.1]
ādityān viṣṇuṃ sūryaṃ brahmāṇaṃ ca bṛhaspatiṃ svāhā | [VSM, 9 26.2]
aryamaṇaṃ bṛhaspatim indraṃ dānāya codaya | [VSM, 9 27.1]
vācaṃ viṣṇuṃ sarasvatīṃ savitāraṃ ca vājinaṃ svāhā | [VSM, 9 27.2]
agne acchāvadeha naḥ prati naḥ sumanā bhava | [VSM, 9 28.1]
pra no yaccha sahasrajit tvaṃ hi dhanadā asi svāhā | [VSM, 9 28.2]
pra no yacchatv aryamā pra pūṣā pra bṛhaspatiḥ | [VSM, 9 29.1]
pra vāg devī dadātu naḥ svāhā | [VSM, 9 29.2]
devasya tvā savituḥ prasave 'śvinor bāhubhyāṃ pūṣṇo hastābhyām | [VSM, 9 30.1]
sarasvatyai vāco yantur yantriye dadhāmi bṛhaspateṣṭvā sāmrājyenābhiṣiñcāmy asau | [VSM, 9 30.2]
agnir ekākṣareṇa prāṇam udajayat tam ujjeṣam | [VSM, 9 31.1]
aśvinau dvyakṣareṇa dvipado manuṣyān udajayatāṃ tān ujjeṣam | [VSM, 9 31.2]
viṣṇus tryakṣareṇa trīṃllokān udajayat tān ujjeṣam | [VSM, 9 31.3]
somaś caturakṣareṇa catuṣpadaḥ paśūn udajayat tān ujjeṣam | [VSM, 9 31.4]
pūṣā pañcākṣareṇa pañca diśa udajayat tā ujjeṣam | [VSM, 9 32.1]
savitā ṣaḍakṣareṇa ṣaḍ ṛtūn udajayat tān ujjeṣam | [VSM, 9 32.2]
marutaḥ saptākṣareṇa sapta grāmyān paśūn udajayaṃs tān ujjeṣam | [VSM, 9 32.3]
bṛhaspatir aṣṭākṣareṇa gāyatrīm udajayat tām ujjeṣam | [VSM, 9 32.4]
mitro navākṣareṇa trivṛtaṃ stomam udajayat tam ujjeṣam | [VSM, 9 33.1]
varuṇo daśākṣareṇa virājam udajayat tām ujjeṣam | [VSM, 9 33.2]
indra ekādaśākṣareṇa triṣṭubham udajayat tām ujjeṣam | [VSM, 9 33.3]
viśve devā dvādaśākṣareṇa jagatīm udajayaṃs tām ujjeṣam | [VSM, 9 33.4]
vasavas trayodaśākṣareṇa trayodaśaṃ stomam udajayaṃs tam ujjeṣam | [VSM, 9 34.1]
rudrāś caturdaśākṣareṇa caturdaśaṃ stomam udajayaṃs tam ujjeṣam | [VSM, 9 34.2]
ādityāḥ pañcadaśākṣareṇa pañcadaśaṃ stomam udajayaṃs tam ujjeṣam | [VSM, 9 34.3]
aditiḥ ṣoḍaśākṣareṇa ṣoḍaśaṃ stomam udajayat tam ujjeṣam | [VSM, 9 34.4]
prajāpatiḥ saptadaśākṣareṇa saptadaśaṃ stomam udajayat tam ujjeṣam | [VSM, 9 34.5]
eṣa te nirṛte bhāgas taṃ juṣasva svāhā | [VSM, 9 35.1]
agninetrebhyo devebhyaḥ puraḥsadbhyaḥ svāhā | [VSM, 9 35.2]
yamanetrebhyo devebhyo dakṣiṇāsadbhyaḥ svāhā | [VSM, 9 35.3]
viśvadevanetrebhyo devebhyaḥ paścātsadbhyaḥ svāhā | [VSM, 9 35.4]
mitrāvaruṇanetrebhyo vā marunnetrebhyo vā devebhya uttarāsadbhyaḥ svāhā | [VSM, 9 35.5]
somanetrebhyo devebhya uparisadbhyo duvasvadbhyaḥ svāhā | [VSM, 9 35.6]
ye devā agninetrāḥ puraḥsadas tebhyaḥ svāhā | [VSM, 9 36.1]
ye devā yamanetrā dakṣiṇāsadas tebhyaḥ svāhā | [VSM, 9 36.2]
ye devā viśvadevanetrāḥ paścātsadas tebhyaḥ svāhā | [VSM, 9 36.3]
ye devā mitrāvaruṇanetrā vā marunnetrā vottarāsadas tebhyaḥ svāhā | [VSM, 9 36.4]
ye devāḥ somanetrā uparisado duvasvantas tebhyaḥ svāhā | [VSM, 9 36.5]
agne sahasva pṛtanā abhimātīr apāsya | [VSM, 9 37.1]
duṣṭaras tarann arātīr varco dhā yajñavāhasi | [VSM, 9 37.2]
devasya tvā savituḥ prasave 'śvinor bāhubhyāṃ pūṣṇo hastābhyām | [VSM, 9 38.1]
upāṃśor vīryeṇa juhomi hataṃ rakṣaḥ svāhā | [VSM, 9 38.2]
rakṣasāṃ tvā vadhāya | [VSM, 9 38.3]
avadhiṣma rakṣo 'vadhiṣmāmum asau hataḥ | [VSM, 9 38.4]
savitā tvā savānāṃ suvatām agnir gṛhapatīnāṃ somo vanaspatīnām | [VSM, 9 39.1]
bṛhaspatir vāca indro jyaiṣṭhyāya rudraḥ paśubhyo mitraḥ satyo varuṇo dharmapatīnām | [VSM, 9 39.2]
imaṃ devā asapatnaṃ suvadhvaṃ mahate kṣatrāya mahate jyaiṣṭhyāya mahate jānarājyāyendrasyendriyāya | [VSM, 9 40.1]
imam amuṣya putram amuṣyai putram asyai viśa eṣa vo 'mī rājā somo 'smākaṃ brāhmaṇānāṃ rājā | [VSM, 9 40.2]
{VSM, 10}
apo devā madhumatīr agṛbhṇann ūrjasvatī rājasvaś citānāḥ | [VSM, 10 1.1]
yābhir mitrāvaruṇāv abhyaṣiñcan yābhir indram anayann aty arātīḥ | [VSM, 10 1.2]
vṛṣṇa ūrmir asi rāṣṭradā rāṣṭraṃ me dehi svāhā | [VSM, 10 2.1]
vṛṣṇa ūrmir asi rāṣṭradā rāṣṭram amuṣmai dehi | [VSM, 10 2.2]
vṛṣaseno 'si rāṣṭradā rāṣṭraṃ me dehi svāhā | [VSM, 10 2.3]
vṛṣaseno 'si rāṣṭradā rāṣṭram amuṣmai dehi | [VSM, 10 2.4]
artheta stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 3.1]
artheta stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 3.2]
ojasvatī stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 3.3]
ojasvatī stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 3.4]
āpaḥ parivāhiṇī stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 3.5]
āpaḥ parivāhiṇī stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 3.6]
apāṃ patir asi rāṣṭradā rāṣṭraṃ me dehi svāhā | [VSM, 10 3.7]
apāṃ patir asi rāṣṭradā rāṣṭram amuṣmai dehi | [VSM, 10 3.8]
apāṃ garbho 'si rāṣṭradā rāṣṭraṃ me dehi svāhā | [VSM, 10 3.9]
apāṃ garbho 'si rāṣṭradā rāṣṭram amuṣmai dehi | [VSM, 10 3.10]
sūryatvacasa stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.1]
sūryatvacasa stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.2]
sūryavarcasa stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.3]
sūryavarcasa stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.4]
māndā stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.5]
māndā stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.6]
vrajakṣita stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.7]
vrajakṣita stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.8]
vāśā stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.9]
vāśā stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.10]
śaviṣṭhā stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.11]
śaviṣṭhā stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.12]
śakvarī stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.13]
śakvarī stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.14]
janabhṛta stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.15]
janabhṛta stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.16]
viśvabhṛta stha rāṣṭradā rāṣṭraṃ me datta svāhā | [VSM, 10 4.17]
viśvabhṛta stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.18]
āpaḥ svarāja stha rāṣṭradā rāṣṭram amuṣmai datta | [VSM, 10 4.19]
madhumatīr madhumatībhiḥ pṛcyantāṃ mahi kṣatraṃ kṣatriyāya vanvānāḥ | [VSM, 10 4.20]
anādhṛṣṭāḥ sīdata sahaujaso mahi kṣatraṃ kṣatriyāya dadhatīḥ | [VSM, 10 4.21]
somasya tviṣir asi taveva me tviṣir bhūyāt | [VSM, 10 5.1]
agnaye svāhā | [VSM, 10 5.2]
somāya svāhā | [VSM, 10 5.3]
savitre svāhā | [VSM, 10 5.4]
sarasvatyai svāhā | [VSM, 10 5.5]
pūṣṇe svāhā | [VSM, 10 5.6]
bṛhaspataye svāhā | [VSM, 10 5.7]
indrāya svāhā | [VSM, 10 5.8]
ghoṣāya svāhā | [VSM, 10 5.9]
ślokāya svāhā | [VSM, 10 5.10]
aṃśāya svāhā | [VSM, 10 5.11]
bhagāya svāhā | [VSM, 10 5.12]
aryamṇe svāhā | [VSM, 10 5.13]
pavitre stho vaiṣṇavyau | [VSM, 10 6.1]
savitur vaḥ prasava utpunāmyacchidreṇa pavitreṇa sūryasya raśmibhiḥ | [VSM, 10 6.2]
anibhṛṣṭam asi vāco bandhus tapojāḥ somasya dātram asi svāhā rājasvaḥ | [VSM, 10 6.3]
sadhamādo dyumninīr āpa etā anādhṛṣṭā apasyo vasānāḥ | [VSM, 10 7.1]
pastyāsu cakre varuṇaḥ sadhastham apāṃ śiśur mātṛtamāsv antaḥ | [VSM, 10 7.2]
kṣatrasyolbam asi | [VSM, 10 8.1]
kṣatrasya jarāyv asi | [VSM, 10 8.2]
kṣatrasya yonir asi | [VSM, 10 8.3]
kṣatrasya nābhir asi | [VSM, 10 8.4]
indrasya vārtraghnamasi | [VSM, 10 8.5]
mitrasyāsi varuṇasyāsi | [VSM, 10 8.6]
tvayāyaṃ vṛtraṃ vadhet | [VSM, 10 8.7]
dṛvāsi | [VSM, 10 8.8]
rujāsi | [VSM, 10 8.9]
kṣumāsi | [VSM, 10 8.10]
pātainaṃ prāñcam | [VSM, 10 8.11]
pātainaṃ pratyañcam | [VSM, 10 8.12]
pātainaṃ tiryañcaṃ digbhyaḥ pāta | [VSM, 10 8.13]
āvirmaryāḥ | [VSM, 10 9.1]
āvitto agnir gṛhapatiḥ | [VSM, 10 9.2]
āvitta indro vṛddhaśravāḥ | [VSM, 10 9.3]
āvittau mitrāvaruṇau dhṛtavratau | [VSM, 10 9.4]
āvittaḥ pūṣā viśvavedāḥ | [VSM, 10 9.5]
āvitte dyāvāpṛthivī viśvaśambhuvau | [VSM, 10 9.6]
āvittāditir uruśarmā | [VSM, 10 9.7]
aveṣṭā dandaśūkāḥ | [VSM, 10 10.1]
prācīm āroha gāyatrī tvāvatu rathantaraṃ sāma trivṛt stomo vasanta ṛtur brahma draviṇam | [VSM, 10 10.2]
dakṣiṇām āroha triṣṭup tvāvatu bṛhat sāma pañcadaśa stomo grīṣma ṛtuḥ kṣatraṃ draviṇam | [VSM, 10 11.1]
pratīcīm āroha jagatī tvāvatu vairūpaṃ sāma saptadaśa stomo varṣā ṛtuḥ viḍ draviṇam | [VSM, 10 12.1]
udīcīm ārohānuṣṭup tvāvatu vairājaṃ sāmaikaviṃśa stomaḥ śarad ṛtuḥ phalaṃ draviṇam | [VSM, 10 13.1]
ūrdhvām āroha paṅktis tvāvatu śākvararaivate sāmanī triṇavatrayastriṃśau stomau hemantaśiśirāv ṛtū varco draviṇam | [VSM, 10 14.1]
pratyastaṃ namuceḥ śiraḥ | [VSM, 10 14.2]
somasya tviṣir asi taveva me tviṣir bhūyāt | [VSM, 10 15.1]
mṛtyoḥ pāhi | [VSM, 10 15.2]
ojo 'si saho 'sy amṛtam asi | [VSM, 10 15.3]
hiraṇyarūpā uṣaso viroka ubhāv indrā udithaḥ sūryaś ca | [VSM, 10 16.1]
ārohataṃ varuṇa mitra gartaṃ tataś cakṣāthām aditiṃ ditiṃ ca | [VSM, 10 16.2]
mitro 'si varuṇo 'si | [VSM, 10 16.3]
somasya tvā dyumnenābhiṣiñcāmy agner bhrājasā sūryasya varcasendrasyendriyeṇa | [VSM, 10 17.1]
kṣatrāṇāṃ kṣatrapatir edhy ati didyūn pāhi | [VSM, 10 17.2]
imaṃ devā asapatnaṃ suvadhvaṃ mahate kṣatrāya mahate jyaiṣṭhyāya mahate jānarājyāyendrasyendriyāya | [VSM, 10 18.1]
imam amuṣya putram amuṣyai putram asyai viśa eṣa vo 'mī rājā somo 'smākaṃ brāhmaṇānāṃ rājā | [VSM, 10 18.2]
pra parvatasya vṛṣabhasya pṛṣṭhān nāvaś caranti svasica iyānāḥ | [VSM, 10 19.1]
tā āvavṛtrann adharāg udaktā ahiṃ budhnyam anurīyamāṇāḥ | [VSM, 10 19.2]
viṣṇor vikramaṇam asi | [VSM, 10 19.3]
viṣṇor vikrāntam asi | [VSM, 10 19.4]
viṣṇoḥ krāntam asi | [VSM, 10 19.5]
prajāpate na tvad etāny anyo viśvā rūpāṇi pari tā babhūva | [VSM, 10 20.1]
yatkāmās te juhumas tan no astu | [VSM, 10 20.2]
ayam amuṣya pitāsāv asya pitā | [VSM, 10 20.3]
vayaṃ syāma patayo rayīṇāṃ svāhā | [VSM, 10 20.4]
rudra yat te krivi paraṃ nāma tasmin hutam asy ameṣṭam asi svāhā | [VSM, 10 20.5]
indrasya vajro 'si | [VSM, 10 21.1]
mitrāvaruṇayos tvā praśāstroḥ praśiṣā yunajmi | [VSM, 10 21.2]
avyathāyai tvā svadhāyai tvāriṣṭo arjunaḥ | [VSM, 10 21.3]
marutāṃ prasavena jaya | [VSM, 10 21.4]
āpāma manasā | [VSM, 10 21.5]
sam indriyeṇa | [VSM, 10 21.6]
mā ta indra te vayaṃ turāṣāḍ ayuktāso abrahmatā vidasāma | [VSM, 10 22.1]
tiṣṭhā ratham adhi yaṃ vajrahastā raśmīn deva yuvase svaśvān | [VSM, 10 22.2]
agnaye gṛhapataye svāhā | [VSM, 10 23.1]
somāya vanaspataye svāhā | [VSM, 10 23.2]
marutām ojase svāhā | [VSM, 10 23.3]
indrasyendriyāya svāhā | [VSM, 10 23.4]
pṛthivi mātar mā mā hiṃsīr mo ahaṃ tvām | [VSM, 10 23.5]
haṃsaḥ śuciṣad vasur antarikṣasaddhotā vediṣad atithir duroṇasat | [VSM, 10 24.1]
nṛṣad varasad ṛtasad vyomasad abjā gojā ṛtajā adrijā ṛtaṃ bṛhat | [VSM, 10 24.2]
iyad asyāyur asyāyur mayi dhehi yuṅṅasi varco 'si varco mayi dhehi | [VSM, 10 25.1]
ūrgasy ūrjaṃ mayi dhehi | [VSM, 10 25.2]
indrasya vāṃ vīryakṛto bāhū abhyupāvaharāmi | [VSM, 10 25.3]
syonāsi suṣadāsi | [VSM, 10 26.1]
kṣatrasya yonir asi | [VSM, 10 26.2]
syonām āsīda suṣadām āsīda kṣatrasya yonim āsīda | [VSM, 10 26.3]
niṣasāda dhṛtavrato varuṇaḥ pastyāsv ā | [VSM, 10 27.1]
sāmrājyāya sukratuḥ | [VSM, 10 27.2]
abhibhūr asy etās te pañca diśaḥ kalpantām | [VSM, 10 28.1]
brahmaṃs tvaṃ brahmāsi savitāsi satyaprasavaḥ | [VSM, 10 28.2]
varuṇo 'si satyaujāḥ | [VSM, 10 28.3]
indro 'si viśaujāḥ | [VSM, 10 28.4]
rudro 'si suśevaḥ | [VSM, 10 28.5]
bahukāra śreyaskara bhūyaskara | [VSM, 10 28.6]
indrasya vajro 'si tena me radhya | [VSM, 10 28.7]
agniḥ pṛthur dharmaṇaspatir juṣāṇo agniḥ pṛthur dharmaṇaspatir ājyasya vetu svāhā | [VSM, 10 29.1]
svāhākṛtāḥ sūryasya raśmibhir yatadhvaṃ sajātānāṃ madhyameṣṭhyāya | [VSM, 10 29.2]
savitrā prasavitrā sarasvatyā vācā tvaṣṭrā rūpaiḥ pūṣṇā paśubhir indreṇāsme bṛhaspatinā brahmaṇā varuṇenaujasāgninā tejasā somena rājñā viṣṇunā daśamyā devatayā prasūtaḥ prasarpāmi | [VSM, 10 30.1]
aśvibhyāṃ pacyasva | [VSM, 10 31.1]
sarasvatyai pacyasva | [VSM, 10 31.2]
indrāya sutrāmṇe pacyasva | [VSM, 10 31.3]
vāyuḥ pūtaḥ pavitreṇa pratyaṅksomo atisrutaḥ | [VSM, 10 31.4]
indrasya yujyaḥ sakhā | [VSM, 10 31.5]
kuvid aṅga yavamanto vayaṃ cid yathā dānty anupūrvaṃ viyūya | [VSM, 10 32.1]
ihehaiṣāṃ kṛṇuhi bhojanāni ye barhiṣo namauktiṃ yajanti | [VSM, 10 32.2]
upayāmagṛhīto 'sy aśvibhyāṃ tvā sarasvatyai tvendrāya tvā sutrāmṇe | [VSM, 10 32.3]
vayaṃ surāmam aśvinā namucāv āsure sacā | [VSM, 10 33.1]
vipipānā śubhaspatī indraṃ karmasv āvatam | [VSM, 10 33.2]
putram iva pitarāvaśvinobhendrāvathuḥ kāvyair daṃsanābhiḥ | [VSM, 10 34.1]
yat surāmaṃ vyapibaḥ śacībhiḥ sarasvatī tvā maghavann abhiṣṇak | [VSM, 10 34.2]
{VSM, 11}
yuñjānaḥ prathamam manaḥ tatvāya savitā dhiyam agneḥ jyotiḥ nicāyya pṛthivyāḥ adhi ābharat | [VSM, 11 697223_1]
yuktena manasā vayam devasya savituḥ save svargyāya śaktyā | [VSM, 11 697224_1]
yuktvāya savitā devān svar yataḥ dhiyā divam bṛhat jyotiḥ kariṣyataḥ savitā prasuvāti tān | [VSM, 11 697227_1]
yuñjate mana uta yuñjate dhiyo viprā viprasya bṛhato vipaścitaḥ | [VSM, 11 4.1]
vi hotrā dadhe vayunāvid eka in mahī devasya savituḥ pariṣṭutiḥ | [VSM, 11 4.2]
yuje vāṃ brahma pūrvyaṃ namobhir vi śloka etu pathyeva sūreḥ | [VSM, 11 5.1]
śṛṇvantu viśve amṛtasya putrā ā ye dhāmāni divyāni tasthuḥ | [VSM, 11 5.2]
yasya prayāṇam anv anya id yayur devā devasya mahimānam ojasā | [VSM, 11 6.1]
yaḥ pārthivāni vimame sa etaśo rajāṃsi devaḥ savitā mahitvanā | [VSM, 11 6.2]
deva savitaḥ prasuva yajñaṃ prasuva yajñapatiṃ bhagāya | [VSM, 11 7.1]
divyo gandharvaḥ ketapūḥ ketaṃ naḥ punātu vācaspatir vācaṃ naḥ svadatu | [VSM, 11 7.2]
imam naḥ deva savitar yajñam praṇaya devāvyam sakhi vidam satrājitam dhana jitam svar jitam | [VSM, 11 697236_1]
ṛcā stomam samardhaya gāyatreṇa rathantaram bṛhat gāyatra vartani svāhā | [VSM, 11 697237_1]
devasya tvā savituḥ prasave 'śvinor bāhubhyāṃ pūṣṇo hastābhyām | [VSM, 11 9.1]
ādade gāyatreṇa chandasāṅgirasvat pṛthivyāḥ sadhasthād agniṃ purīṣyam aṅgirasvad ābhara traiṣṭubhena chandasāṅgirasvat | [VSM, 11 9.2]
abhriḥ asi | [VSM, 11 697240_1]
nārī asi | [VSM, 11 697240_2]
tvayā vayam agnim śakema khanitum sadhasthe ā jāgatena chandasā aṅgirasvat | [VSM, 11 697240_3]
haste ādhāya savitā bibhrat abhrim hiraṇyayīm agneḥ jyotiḥ nicāyya pṛthivyāḥ adhi ābhara ānuṣṭubhena chandasā aṅgirasvat | [VSM, 11 697242_1]
pratūrtam vājin ādrava variṣṭhām anu saṃvatam | [VSM, 11 697244_1]
divi te janma paramam | [VSM, 11 697245_1]
antarikṣe tava nābhiḥ | [VSM, 11 697245_2]
pṛthivyām adhi yoniḥ id | [VSM, 11 697245_3]
yuñjāthām rāsabham yuvam asmin yāme vṛṣaṇvasū agnim bharantam asmayum | [VSM, 11 697246_1]
yoge yoge tavastaram vāje vāje havāmahe sakhāyaḥ indram ūtaye | [VSM, 11 697248_1]
pratūrvan ehi avakrāman aśastīḥ | [VSM, 11 697250_1]
rudrasya gāṇapatyam mayobhūḥ ehi | [VSM, 11 697250_2]
uru antarikṣam vīhi svasti gavyūtiḥ abhayāni kṛṇvan pūṣṇā sayujā saha | [VSM, 11 697251_1]
pṛthivyāḥ sadhasthāt agnim purīṣyam aṅgirasvat ābhara | [VSM, 11 697253_1]
agnim purīṣyam aṅgirasvat acchemaḥ | [VSM, 11 697254_1]
agnim purīṣyam aṅgirasvat bhariṣyāmaḥ | [VSM, 11 697255_1]
anv agnir uṣasām agram akhyad anv ahāni prathamo jātavedāḥ | [VSM, 11 17.1]
anu sūryasya purutrā ca raśmīn anu dyāvāpṛthivī ātatantha | [VSM, 11 17.2]
āgatya vājī adhvānam sarvāḥ mṛdhaḥ vidhūnute | [VSM, 11 697258_1]
agnim sadhasthe mahati cakṣuṣā nicikīṣate | [VSM, 11 697259_1]
ākramya vājin pṛthivīm agnim iccha rucā tvam | [VSM, 11 697260_1]
bhūmyāḥ vṛktvāya naḥ brūhi yatas khanema tam vayam | [VSM, 11 697261_1]
dyauḥ te pṛṣṭham | [VSM, 11 697262_1]
pṛthivī sadhastham | [VSM, 11 697262_2]
ātmā antarikṣam | [VSM, 11 697262_3]
samudraḥ yoniḥ | [VSM, 11 697262_4]
vikhyāya cakṣuṣā tvam abhitiṣṭha pṛtanyataḥ | [VSM, 11 697263_1]
utkrāma mahate saubhagāya asmāt āsthānāt draviṇaḥ dāḥ vājin | [VSM, 11 697264_1]
vayam syāma sumatau pṛthivyāḥ agnim khanantaḥ upasthe asyāḥ | [VSM, 11 697265_1]
udakramīt draviṇaḥ dāḥ vājī arvā | [VSM, 11 697266_1]
